event,detId,x,y,z,width,isSeed,mip,modType
48,438579273,96,30,14,1,1,0,2
48,440147006,228,0,0,2,0,1,2
48,440147005,229,23,7,1,1,0,2
48,439109638,152,0,0,1,0,1,2
48,439109637,150,13,13,1,1,0,2
48,438830102,557,0,0,2,0,0,2
48,438830101,558,2,2,1,1,0,2
48,441197638,740,1,0,2,0,0,1
48,441197637,741,1,0,2,1,0,1
48,442248266,354,1,0,1,0,0,1
48,442248265,352,1,0,5,1,0,1
48,442280990,267,0,0,1,0,0,1
48,442280989,266,0,0,1,1,0,1
48,443340822,707,1,0,1,0,0,1
48,443340821,704,1,0,2,1,0,1
49,411587690,229,0,0,1,0,0,2
49,411849846,877,0,0,1,0,1,2
49,412386473,470,0,0,1,1,0,1
49,420774986,532,0,0,1,0,0,1
49,420774985,531,0,0,1,1,0,1
49,411587689,229,18,2,1,1,0,2
49,411849845,877,27,11,1,1,0,2
49,411833438,663,0,0,1,0,1,2
49,420238386,125,0,0,2,0,0,2
49,420238385,124,27,11,1,1,0,2
49,420238385,124,28,12,1,1,0,2
49,437520446,559,0,0,1,0,1,2
49,419976238,487,0,0,1,0,1,2
49,412390582,713,1,0,1,0,0,1
49,412390581,712,1,0,1,1,0,1
49,437520445,559,28,12,1,1,0,2
49,419976237,486,18,2,2,1,0,2
49,411317330,578,0,0,1,0,1,2
49,411317330,581,0,0,1,0,1,2
49,411317329,579,7,7,1,1,0,2
49,411317329,577,8,8,1,1,0,2
49,411317329,579,8,8,1,1,0,2
49,411579474,499,0,0,2,0,1,2
49,411579473,585,5,5,1,1,0,2
49,437790746,220,0,0,1,0,1,2
49,437790745,219,30,14,1,1,0,2
49,437521470,563,0,0,1,0,1,2
49,437521469,563,0,0,1,1,0,2
49,420779086,813,1,0,1,0,0,1
49,420779085,811,1,0,1,1,0,1
49,437791770,160,0,0,1,0,1,2
49,437791769,158,3,3,1,1,0,2
49,419705890,172,0,0,1,0,1,2
49,419705889,171,11,11,1,1,0,2
49,412120210,678,0,0,1,0,1,2
49,412120209,676,14,14,1,1,0,2
49,420508734,625,0,0,1,0,1,2
49,420508733,624,14,14,1,1,0,2
50,411587702,835,0,0,1,0,1,2
50,411587701,835,18,2,1,1,0,2
50,411587701,835,19,3,1,1,0,2
50,411587706,948,0,0,1,0,0,2
50,419976250,511,0,0,1,0,1,2
50,419976249,511,9,9,1,1,0,2
50,437790754,472,0,0,1,0,1,2
50,411587705,946,17,1,2,1,0,2
50,437790753,472,21,5,1,1,0,2
50,420238402,744,0,0,1,0,1,2
50,420238401,744,15,15,1,1,0,2
50,412390606,336,1,0,1,0,0,1
50,412390605,334,1,0,2,1,0,1
50,420512862,145,1,0,1,0,0,1
50,411317338,266,0,0,1,0,1,2
50,411317337,266,7,7,1,1,0,2
50,437520454,314,0,0,1,0,1,2
50,419705901,66,0,0,1,1,0,2
50,437520453,315,27,11,1,1,0,2
50,412120226,371,0,0,1,0,1,2
50,412120225,370,7,7,1,1,0,2
50,420779106,153,1,0,1,0,0,1
50,420779105,151,1,0,1,1,0,1
50,419710002,272,0,0,1,0,1,2
50,419710001,271,28,12,1,1,0,2
50,420508750,636,0,0,1,0,1,2
50,420508749,635,1,1,1,1,0,2
50,411849862,470,0,0,1,0,1,2
50,411849861,469,22,6,1,1,0,2
51,437526582,667,0,0,1,0,0,2
51,437526581,666,10,10,1,1,0,2
51,411350166,625,0,0,2,0,0,1
51,411350165,636,0,0,3,1,0,1
51,412124310,840,0,0,1,0,0,1
51,412124309,832,0,0,1,1,0,1
51,411612310,800,0,0,1,0,0,1
51,419750982,52,1,0,1,0,0,1
51,419750981,52,1,0,1,1,0,1
51,411862166,617,1,0,2,0,0,1
51,411862165,598,1,0,2,1,0,1
51,411612310,801,1,0,1,0,0,1
51,411612309,809,1,0,2,1,0,1
51,412386454,718,1,0,2,0,0,1
51,412386453,702,1,0,2,1,0,1
51,438834202,413,0,0,1,0,1,2
51,439884838,660,0,0,1,0,1,2
51,438834201,412,29,13,1,1,0,2
51,439884837,660,24,8,1,1,0,2
51,437784594,212,0,0,1,0,1,2
51,438835226,396,0,0,1,0,1,2
51,438835225,395,1,1,1,1,0,2
51,420017226,979,0,0,2,0,0,1
51,420017225,979,0,0,1,1,0,1
51,441200730,995,1,0,2,0,0,1
51,441200729,995,1,0,2,1,0,1
51,437784593,209,29,13,1,1,0,2
51,437785618,172,0,0,1,0,0,2
51,437785617,169,7,7,1,1,0,2
51,411628758,864,0,0,1,0,0,1
51,411628757,863,0,0,1,1,0,1
51,438574158,311,0,0,1,0,0,2
51,438574157,312,15,15,1,1,0,2
51,419746878,208,0,0,1,0,0,1
51,419746877,208,0,0,1,1,0,1
51,420017221,1014,0,0,1,1,0,1
51,441224202,907,0,0,2,0,0,1
51,441224201,909,0,0,2,1,0,1
51,411358390,667,0,0,1,0,0,1
51,411358389,666,0,0,1,1,0,1
51,439620714,747,0,0,1,0,0,2
51,439620713,747,21,5,1,1,0,2
52,442238018,874,0,0,2,0,0,1
52,442238017,873,0,0,1,1,0,1
52,441189438,34,1,0,1,0,0,1
52,441189437,33,1,0,1,1,0,1
52,443286598,463,0,0,1,0,0,1
52,443286597,460,0,0,1,1,0,1
52,440176690,942,0,0,1,0,1,2
52,443321378,574,0,0,1,0,0,1
52,443321377,577,0,0,2,1,0,1
52,440176689,939,22,6,1,1,0,2
52,440140850,16,0,0,1,0,0,2
52,440140849,16,16,0,1,1,0,2
52,442265638,575,0,0,1,0,0,1
52,442265637,577,0,0,2,1,0,1
52,438051846,557,0,0,2,0,1,2
52,441211942,363,1,0,2,0,0,1
52,441211941,366,1,0,2,1,0,1
52,438051845,559,26,10,2,1,0,2
52,441237566,1000,0,0,1,0,0,1
52,441237565,997,0,0,1,1,0,1
52,440158222,880,0,0,2,0,0,2
52,440158221,883,15,15,1,1,0,2
52,438061082,567,0,0,2,0,1,2
52,438061082,576,0,0,2,0,1,2
52,438061081,565,3,3,2,1,0,2
52,439117862,464,0,0,1,0,1,2
52,439117861,463,6,6,1,1,0,2
52,439104522,70,0,0,1,0,0,2
52,439104521,72,26,10,2,1,0,2
53,411849738,290,0,0,1,0,1,2
53,411849737,291,5,5,2,1,0,2
53,420238413,273,0,0,1,1,0,2
53,411587594,564,0,0,1,0,1,2
53,411587593,565,1,1,1,1,0,2
53,412124174,613,1,0,1,0,0,1
53,412124173,615,1,0,1,1,0,1
53,420512878,272,1,0,1,0,0,1
53,420512877,274,1,0,1,1,0,1
53,420242518,331,0,0,2,0,1,2
53,420242517,333,28,12,2,1,0,2
53,411591690,557,0,0,1,0,0,2
53,419980358,344,0,0,2,0,1,2
53,411591689,558,30,14,1,1,0,2
53,420779122,42,1,0,1,0,0,1
53,420779121,44,1,0,1,1,0,1
53,419980357,346,26,10,1,1,0,2
53,412390418,881,1,0,2,0,0,1
53,412390417,883,1,0,1,1,0,1
53,420779126,2,0,0,1,0,0,1
53,420779125,5,0,0,1,1,0,1
53,437790762,621,0,0,1,0,0,2
53,437521414,618,0,0,1,0,1,2
53,437521413,617,9,9,1,1,0,2
53,437790761,622,17,1,1,1,0,2
53,411321354,766,0,0,1,0,0,2
53,419710014,371,0,0,1,0,1,2
53,411321353,766,22,6,2,1,0,2
53,419710013,373,18,2,1,1,0,2
54,411849846,103,0,0,1,0,0,2
54,411849845,103,0,0,1,1,0,2
54,412124326,650,1,0,1,0,0,1
54,412124325,651,1,0,1,1,0,1
54,420238378,443,0,0,1,0,1,2
54,420238377,444,15,15,1,1,0,2
54,420512825,338,1,0,1,1,0,1
54,420774970,346,1,0,2,0,0,1
54,420774969,345,1,0,3,1,0,1
54,419976230,494,0,0,2,0,1,2
54,419976230,516,0,0,8,0,1,2
54,419976229,498,10,10,2,1,0,2
54,411853954,714,0,0,1,0,1,2
54,411853953,714,25,9,1,1,0,2
54,411591782,874,0,0,1,0,1,2
54,437790742,765,0,0,1,0,1,2
54,437521470,8,0,0,1,0,0,2
54,437521469,9,14,14,1,1,0,2
54,411591781,875,25,9,1,1,0,2
54,437790741,764,31,15,1,1,0,2
54,420779070,644,1,0,1,0,0,1
54,420779070,653,1,0,2,0,0,1
54,420779069,645,1,0,1,1,0,1
54,412390578,111,0,0,2,0,0,1
54,412390577,113,0,0,1,1,0,1
54,437521466,59,0,0,1,0,1,2
54,437791766,803,0,0,1,0,1,2
54,437791765,802,2,2,1,1,0,2
54,437521465,57,16,0,1,1,0,2
54,419705886,400,0,0,2,0,0,2
54,419705885,401,2,2,1,1,0,2
54,411321434,217,0,0,1,0,0,2
54,411321433,218,14,14,1,1,0,2
54,420508722,398,0,0,1,0,1,2
54,420508721,398,1,1,1,1,0,2
55,419697734,107,0,0,1,0,1,2
55,412374066,668,0,0,1,0,0,2
55,419697733,108,16,0,1,1,0,2
55,419697730,37,0,0,1,0,1,2
55,412374065,668,29,13,1,1,0,2
55,419697729,36,18,2,1,1,0,2
55,420222046,412,0,0,1,0,0,2
55,420222045,413,4,4,1,1,0,2
55,412103722,76,0,0,1,0,1,2
55,411571230,219,0,0,1,0,1,2
55,411571229,219,1,1,1,1,0,2
55,419963986,692,0,0,1,0,1,2
55,419963985,692,14,14,2,1,0,2
55,412103721,77,30,14,1,1,0,2
55,442284129,681,0,0,1,1,0,1
55,420226142,415,0,0,1,0,1,2
55,411575330,518,0,0,1,0,1,2
55,420226141,416,31,15,1,1,0,2
55,411575329,518,27,11,1,1,0,2
55,437792830,434,0,0,2,0,0,2
55,437792829,435,26,10,1,1,0,2
55,411833382,644,0,0,1,0,1,2
55,411833381,645,22,6,1,1,0,2
55,412369966,23,0,0,1,0,0,2
55,412369965,22,2,2,1,1,0,2
55,420492394,402,0,0,1,0,1,2
55,420492393,402,14,14,1,1,0,2
55,412099622,698,0,0,2,0,0,2
55,412099621,699,2,2,1,1,0,2
55,420762742,701,0,0,1,0,1,2
55,420762741,701,13,13,1,1,0,2
56,419976202,70,0,0,1,0,1,2
56,419976201,68,3,3,1,1,0,2
56,419976206,25,0,0,2,0,0,2
56,419976205,26,1,1,1,1,0,2
56,420512786,524,1,0,1,0,0,1
56,420512785,522,1,0,1,1,0,1
56,412124274,360,0,0,1,0,0,1
56,412124273,358,0,0,2,1,0,1
56,437790726,906,0,0,1,0,1,2
56,437790725,904,31,15,1,1,0,2
56,419980298,54,0,0,1,0,0,2
56,437790730,876,0,0,1,0,1,2
56,420242446,539,0,0,2,0,1,2
56,438567998,38,0,0,2,0,0,2
56,411858018,467,0,0,1,0,0,2
56,411858017,466,14,14,1,1,0,2
56,420779026,67,0,0,1,0,0,1
56,420779025,64,0,0,2,1,0,1
56,419980297,52,31,15,1,1,0,2
56,437790729,877,29,13,2,1,0,2
56,420242445,538,25,9,1,1,0,2
56,438567997,41,26,10,1,1,0,2
56,419980302,23,0,0,1,0,0,2
56,419980301,23,29,13,1,1,0,2
56,411595858,625,0,0,1,0,1,2
56,411595857,624,13,13,1,1,0,2
56,419709962,326,0,0,1,0,1,2
56,419709961,325,25,9,1,1,0,2
56,411325514,694,0,0,1,0,1,2
56,411325513,692,10,10,1,1,0,2
56,437522474,230,0,0,1,0,1,2
56,437522473,220,14,14,3,1,0,2
56,437522473,229,15,15,2,1,0,2
56,412394634,211,1,0,2,0,0,1
56,412394633,211,1,0,1,1,0,1
57,420512778,98,0,0,1,0,0,1
57,420512777,94,0,0,1,1,0,1
57,412124262,869,0,0,1,0,0,1
57,412124261,867,0,0,1,1,0,1
57,437789702,331,0,0,2,0,0,2
57,437789701,331,29,13,2,1,0,2
57,437790726,336,0,0,1,0,0,2
57,437790725,335,2,2,2,1,0,2
57,411858010,710,0,0,1,0,1,2
57,411858009,707,11,11,1,1,0,2
57,412128366,749,1,0,1,0,0,1
57,412128365,748,1,0,1,1,0,1
57,420516878,164,1,0,1,0,0,1
57,420516877,163,1,0,1,1,0,1
57,419984390,943,0,0,1,0,1,2
57,438841350,596,0,0,1,0,1,2
57,438841349,594,11,11,1,1,0,2
57,420246538,525,0,0,1,0,1,2
57,411595850,448,0,0,1,0,1,2
57,411595849,446,14,14,1,1,0,2
57,419984389,940,18,2,1,1,0,2
57,420246537,523,16,0,1,1,0,2
57,437521446,904,0,0,2,0,1,2
57,438567990,750,0,0,2,0,1,2
57,419984394,887,0,0,1,0,1,2
57,412394622,280,0,0,1,0,0,1
57,412394621,278,0,0,1,1,0,1
57,437521445,903,30,14,2,1,0,2
57,438567989,751,22,6,1,1,0,2
57,419984393,886,20,4,1,1,0,2
57,420783118,740,0,0,1,0,0,1
57,420783117,738,0,0,2,1,0,1
57,411325506,320,0,0,1,0,1,2
57,411325505,319,13,13,1,1,0,2
57,419714054,743,0,0,1,0,1,2
57,437522470,871,0,0,1,0,1,2
57,437522469,870,2,2,1,1,0,2
57,419714053,740,16,0,2,1,0,2
57,437522474,916,0,0,1,0,1,2
57,437522473,919,3,3,1,1,0,2
58,411620522,653,1,0,1,0,0,1
58,411620521,650,1,0,2,1,0,1
58,439887906,47,0,0,2,0,1,2
58,439887905,47,14,14,2,1,0,2
58,419738666,361,0,0,1,0,0,1
58,419738665,359,0,0,2,1,0,1
58,411350154,271,1,0,1,0,0,1
58,411350153,270,1,0,2,1,0,1
58,419738666,401,1,0,1,0,0,1
58,419738665,402,1,0,2,1,0,1
58,439618662,898,0,0,2,0,1,2
58,439618661,923,6,6,2,1,0,2
58,439618661,900,7,7,2,1,0,2
58,438572106,850,0,0,2,0,0,2
58,438572105,853,17,1,2,1,0,2
58,420262970,844,0,0,1,0,0,1
58,420262969,843,0,0,1,1,0,1
58,438836246,569,0,0,1,0,1,2
58,439618658,954,0,0,1,0,1,2
58,439618657,954,5,5,1,1,0,2
58,411874482,405,0,0,1,0,0,1
58,411874481,403,0,0,2,1,0,1
58,438836245,568,29,13,1,1,0,2
58,437786642,799,0,0,1,0,1,2
58,437524530,126,0,0,2,0,1,2
58,437786641,800,18,2,2,1,0,2
58,437786641,800,19,3,2,1,0,2
58,420004914,635,0,0,1,0,0,1
58,420004913,634,0,0,1,1,0,1
58,437524529,125,27,11,1,1,0,2
58,411616414,735,0,0,1,0,0,1
58,411616413,734,0,0,1,1,0,1
58,438837270,600,0,0,1,0,0,2
58,438837269,598,2,2,1,1,0,2
58,437525554,159,0,0,1,0,0,2
58,437525553,157,0,0,1,1,0,2
58,420267070,691,1,0,1,0,0,1
58,420267069,689,1,0,2,1,0,1
58,420009014,159,1,0,1,0,0,1
58,420009013,158,1,0,1,1,0,1
59,420521162,662,0,0,1,0,0,1
59,420521161,661,0,0,1,1,0,1
59,412132410,65,0,0,1,0,0,1
59,412132409,64,0,0,2,1,0,1
59,438570014,102,0,0,1,0,0,2
59,438570013,104,2,2,1,1,0,2
59,437788730,444,0,0,1,0,0,2
59,437788729,443,20,4,1,1,0,2
59,411333670,269,0,0,1,0,1,2
59,411604010,898,0,0,2,0,0,2
59,411604009,896,6,6,1,1,0,2
59,420250786,160,0,0,1,0,0,1
59,411333669,267,18,2,1,1,0,2
59,419722354,596,0,0,1,0,0,2
59,419722353,595,10,10,1,1,0,2
59,438839378,341,0,0,1,0,1,2
59,420791538,1008,1,0,2,0,0,1
59,420791537,1007,1,0,2,1,0,1
59,438839377,340,18,2,1,1,0,2
59,411862066,434,0,0,1,0,0,1
59,411862065,432,0,0,1,1,0,1
59,420254894,930,1,0,1,0,0,1
59,420254893,916,1,0,1,1,0,1
59,420254893,929,1,0,1,1,0,1
59,411595814,250,0,0,2,0,0,2
59,411595813,255,2,2,2,1,0,2
59,411595813,260,2,2,1,1,0,2
59,411595813,254,3,3,1,1,0,2
59,411595813,260,3,3,1,1,0,2
59,411595813,263,3,3,3,1,0,2
59,412132414,38,1,0,1,0,0,1
59,412132413,37,1,0,1,1,0,1
59,420254898,1005,1,0,1,0,0,1
59,420254897,1004,1,0,3,1,0,1
59,419996810,402,0,0,1,0,1,2
59,419996809,400,29,13,1,1,0,2
59,437522454,237,0,0,1,0,1,2
59,437522453,239,28,12,1,1,0,2
59,437522453,239,29,13,1,1,0,2
59,420791534,960,0,0,1,0,0,1
59,420791533,959,0,0,1,1,0,1
59,437523478,288,0,0,1,0,1,2
59,437523477,290,2,2,1,1,0,2
59,438568990,28,0,0,1,0,1,2
59,438568989,30,31,15,2,1,0,2
59,412402758,255,1,0,1,0,0,1
59,412402757,253,1,0,1,1,0,1
60,437526598,239,0,0,1,0,1,2
60,439621766,132,0,0,2,0,1,2
60,439621765,132,3,3,1,1,0,2
60,437526597,241,25,9,2,1,0,2
60,419746926,628,1,0,1,0,0,1
60,419746925,627,1,0,1,1,0,1
60,437527622,269,0,0,1,0,1,2
60,437527621,271,2,2,2,1,0,2
60,438835246,632,0,0,1,0,0,2
60,438835245,631,27,11,1,1,0,2
60,441209945,613,1,0,2,1,0,1
60,437785634,594,0,0,1,0,1,2
60,441209954,617,0,0,2,0,0,1
60,441209953,616,0,0,3,1,0,1
60,438574178,533,0,0,2,0,1,2
60,438574178,543,0,0,1,0,1,2
60,437785633,595,28,12,1,1,0,2
60,411358442,707,0,0,1,0,0,1
60,411358441,706,0,0,1,1,0,1
60,441233418,415,1,0,2,0,0,1
60,441233417,416,1,0,1,1,0,1
60,438574177,544,29,13,1,1,0,2
60,439885890,336,0,0,1,0,1,2
60,437786658,604,0,0,1,0,0,2
60,437786657,604,2,2,2,1,0,2
60,439885889,336,22,6,1,1,0,2
60,438575202,528,0,0,3,0,1,2
60,438575201,530,2,2,1,1,0,2
60,420017282,274,1,0,1,0,0,1
60,420017281,272,1,0,2,1,0,1
60,411628818,133,0,0,2,0,0,1
60,411628817,133,0,0,1,1,0,1
61,437527570,105,0,0,1,0,1,2
61,439621670,747,0,0,1,0,0,2
61,437527569,102,20,4,1,1,0,2
61,439621669,749,23,7,1,1,0,2
61,437528594,129,0,0,1,0,1,2
61,437528593,127,0,0,1,1,0,2
61,420013270,850,0,0,1,0,0,1
61,420013269,848,0,0,1,1,0,1
61,411362366,1002,1,0,1,0,0,1
61,411362365,1002,1,0,1,1,0,1
61,419742898,107,0,0,1,0,0,1
61,419742897,105,0,0,1,1,0,1
61,411362370,932,1,0,1,0,0,1
61,411362369,930,1,0,2,1,0,1
61,438836302,836,0,0,2,0,1,2
61,438836301,834,10,10,2,1,0,2
61,420017378,279,1,0,1,0,0,1
61,420017377,277,1,0,2,1,0,1
61,441199625,327,1,0,2,1,0,1
61,437786682,878,0,0,3,0,1,2
61,439886958,281,0,0,1,0,1,2
61,439886957,280,1,1,1,1,0,2
61,419747006,806,1,0,1,0,0,1
61,419747005,805,1,0,1,1,0,1
61,438575130,368,0,0,2,0,0,2
61,441199630,685,0,0,2,0,0,1
61,441199629,686,0,0,1,1,0,1
61,437786681,883,17,1,1,1,0,2
61,438575129,368,20,4,2,1,0,2
61,441225310,536,1,0,2,0,0,1
61,441225309,535,1,0,1,1,0,1
62,420762734,483,0,0,2,0,1,2
62,411571222,812,0,0,1,0,1,2
62,411571221,813,14,14,1,1,0,2
62,420762733,484,23,7,1,1,0,2
62,419697726,708,0,0,4,0,1,2
62,419697725,707,18,2,2,1,0,2
62,419697725,672,19,3,3,1,0,2
62,420492386,405,0,0,1,0,0,2
62,420492385,405,22,6,1,1,0,2
62,419963978,300,0,0,1,0,1,2
62,412390422,799,1,0,1,0,0,1
62,419963977,300,18,2,1,1,0,2
62,412369954,91,0,0,1,0,1,2
62,420222038,611,0,0,1,0,1,2
62,420222037,611,10,10,1,1,0,2
62,412369953,91,18,2,2,1,0,2
62,437792826,636,0,0,1,0,1,2
62,437792825,637,27,11,1,1,0,2
62,412099614,830,0,0,1,0,1,2
62,412099613,831,18,2,1,1,0,2
63,443327518,192,0,0,2,0,0,1
63,443327517,194,0,0,2,1,0,1
63,439093286,897,0,0,1,0,0,2
63,442270754,1014,0,0,1,0,0,1
63,439092266,948,0,0,1,0,1,2
63,439092265,946,9,9,1,1,0,2
63,439093290,53,0,0,2,0,0,2
63,439093289,52,1,1,2,1,0,2
63,439093289,55,1,1,1,1,0,2
63,440142902,958,0,0,2,0,0,2
63,442269730,39,0,0,1,0,0,1
63,442269729,39,0,0,1,1,0,1
63,440141878,60,0,0,1,0,1,2
63,437530666,420,0,0,1,0,1,2
63,441215014,779,0,0,2,0,0,1
63,441215013,779,0,0,2,1,0,1
63,440141877,58,31,15,1,1,0,2
63,438052870,423,0,0,2,0,0,2
63,438052869,423,14,14,1,1,0,2
63,440160266,495,0,0,2,0,0,2
63,440160265,496,5,5,1,1,0,2
63,437530665,420,31,15,1,1,0,2
63,440141882,909,0,0,1,0,1,2
63,438043674,630,0,0,2,0,1,2
63,442241094,177,0,0,1,0,0,1
63,442241093,176,0,0,1,1,0,1
63,438043673,629,27,11,1,1,0,2
63,443290698,945,0,0,1,0,0,1
63,443290697,944,0,0,1,1,0,1
63,439105546,725,0,0,2,0,0,2
63,439105545,725,4,4,1,1,0,2
63,441191490,463,0,0,1,0,0,1
63,441191489,462,0,0,1,1,0,1
64,412365857,930,5,5,1,1,0,2
64,412095510,262,0,0,1,0,0,2
64,412095509,261,24,8,1,1,0,2
64,420484170,121,0,0,1,0,1,2
64,420484169,121,26,10,1,1,0,2
64,420484174,72,0,0,1,0,1,2
64,412361750,241,0,0,1,0,1,2
64,412361749,241,5,5,1,1,0,2
64,412361749,241,6,6,1,1,0,2
64,420484173,73,26,10,1,1,0,2
64,420750410,76,0,0,1,0,1,2
64,420750409,76,7,7,1,1,0,2
65,411571222,828,0,0,1,0,1,2
65,411571221,828,13,13,1,1,0,2
65,419959874,614,0,0,1,0,1,2
65,419959874,627,0,0,1,0,0,2
65,419959873,614,14,14,1,1,0,2
65,420754534,730,0,0,1,0,1,2
65,420754533,729,2,2,1,1,0,2
65,412369954,356,0,0,2,0,1,2
65,412369953,356,26,10,1,1,0,2
65,420758630,721,0,0,2,0,0,2
65,420758629,720,29,13,1,1,0,2
65,412099614,705,0,0,1,0,1,2
65,412099613,705,22,6,1,1,0,2
65,420488282,402,0,0,1,0,1,2
65,420488281,401,24,8,1,1,0,2
66,439109670,578,0,0,2,0,1,2
66,437528594,766,0,0,3,0,1,2
66,439109669,579,21,5,2,1,0,2
66,437528593,768,27,11,2,1,0,2
66,443300886,836,0,0,1,0,0,1
66,443300885,834,0,0,1,1,0,1
66,440165430,489,0,0,2,0,1,2
66,438578198,619,0,0,1,0,1,2
66,438578197,618,12,12,1,1,0,2
66,442278982,188,1,0,2,0,0,1
66,442278981,190,1,0,2,1,0,1
66,438054934,46,0,0,1,0,1,2
66,440165429,490,26,10,2,1,0,2
66,438054933,42,28,12,1,1,0,2
66,439626782,19,0,0,1,0,1,2
66,439626781,16,10,10,1,1,0,2
66,442249242,357,0,0,1,0,0,1
66,442249241,355,0,0,1,1,0,1
66,438054938,929,0,0,1,0,0,2
66,441222210,665,1,0,2,0,0,1
66,441222209,667,1,0,2,1,0,1
66,439626786,27,0,0,2,0,1,2
66,439626785,28,10,10,1,1,0,2
66,438055962,90,0,0,2,0,0,2
66,438055961,95,8,8,1,1,0,2
66,443337806,520,0,0,2,0,0,1
66,443337805,522,0,0,2,1,0,1
66,441198622,294,1,0,1,0,0,1
66,441198621,293,1,0,1,1,0,1
67,439878686,537,0,0,1,0,0,2
67,437781522,849,0,0,2,0,1,2
67,439878685,538,25,9,2,1,0,2
67,437781521,853,16,0,1,1,0,2
67,443297878,982,0,0,2,0,0,1
67,443297877,982,0,0,4,1,0,1
67,439626858,321,0,0,1,0,0,2
67,439626857,320,9,9,1,1,0,2
67,437529654,296,0,0,1,0,1,2
67,437529653,297,15,15,1,1,0,2
67,438578250,165,0,0,4,0,1,2
67,438046750,786,0,0,2,0,0,2
67,438578249,165,21,5,1,1,0,2
67,441223198,770,1,0,1,0,0,1
67,441223197,768,1,0,1,1,0,1
67,438046749,791,28,12,1,1,0,2
67,438830102,351,0,0,2,0,1,2
67,438830101,353,14,14,1,1,0,2
67,442280986,681,0,0,2,0,0,1
67,442280985,679,0,0,1,1,0,1
67,441197642,779,0,0,5,0,0,1
67,441197642,787,0,0,2,0,0,1
67,441197642,797,0,0,5,0,0,1
67,441197642,808,0,0,2,0,0,1
67,441197641,811,0,0,2,1,0,1
67,438831125,355,11,11,2,1,0,2
67,442247246,890,1,0,1,0,0,1
67,442247245,891,1,0,2,1,0,1
67,443340818,67,0,0,1,0,0,1
67,443340817,63,0,0,1,1,0,1
67,443298902,41,0,0,2,0,0,1
67,443298901,45,0,0,2,1,0,1
68,442290181,826,0,0,1,1,0,1
68,419697678,491,0,0,1,0,1,2
68,412103766,385,0,0,2,0,1,2
68,419697677,491,19,3,2,1,0,2
68,412103765,386,30,14,1,1,0,2
68,420221970,502,0,0,1,0,1,2
68,420221969,498,11,11,1,1,0,2
68,420221969,502,12,12,2,1,0,2
68,420492306,116,0,0,2,0,1,2
68,411309110,615,0,0,2,0,1,2
68,411571254,655,0,0,1,0,1,2
68,411571253,655,0,0,2,1,0,2
68,420492305,116,22,6,1,1,0,2
68,411309109,616,30,14,1,1,0,2
68,419963922,875,0,0,1,0,1,2
68,419963918,877,0,0,1,0,0,2
68,412374114,932,0,0,1,0,0,2
68,419963921,876,20,4,1,1,0,2
68,419963917,876,19,3,1,1,0,2
68,412374113,932,30,14,1,1,0,2
68,412374113,932,31,15,1,1,0,2
68,411833418,239,0,0,1,0,1,2
68,411575362,678,0,0,1,0,1,2
68,437792781,291,31,15,1,1,0,2
68,411833417,239,20,4,2,1,0,2
68,411575361,677,27,11,1,1,0,2
68,439878662,912,0,0,1,0,0,2
68,412099658,169,0,0,1,0,1,2
68,412099657,170,0,0,1,1,0,2
68,420762646,367,0,0,1,0,1,2
68,420762645,368,20,4,1,1,0,2
68,412370006,405,0,0,2,0,1,2
68,412370005,406,1,1,1,1,0,2
69,420750374,456,0,0,2,0,1,2
69,420750373,456,20,4,1,1,0,2
69,412357726,219,0,0,1,0,1,2
69,412357725,219,11,11,1,1,0,2
70,411571234,234,0,0,3,0,1,2
70,411571234,261,0,0,1,0,0,2
70,420754546,261,0,0,1,0,1,2
70,420754545,261,10,10,1,1,0,2
70,411571233,262,17,1,1,1,0,2
70,411571233,223,20,4,2,1,0,2
70,419959882,517,0,0,1,0,1,2
70,412365878,573,0,0,1,0,1,2
70,412365877,574,11,11,1,1,0,2
70,419959881,517,18,2,1,1,0,2
70,412095534,872,0,0,1,0,1,2
70,412095533,873,5,5,1,1,0,2
70,420484198,342,0,0,1,0,0,2
70,420484197,341,2,2,3,1,0,2
70,412095538,921,0,0,1,0,1,2
70,412095537,921,4,4,1,1,0,2
70,420488294,347,0,0,1,0,1,2
70,420488293,348,29,13,1,1,0,2
70,412099629,864,31,15,1,1,0,2
70,412099634,918,0,0,2,0,0,2
70,412099633,918,31,15,1,1,0,2
71,438838374,350,0,0,1,0,1,2
71,419738826,737,1,0,1,0,0,1
71,419738825,735,1,0,2,1,0,1
71,441208838,480,0,0,3,0,0,1
71,441208837,484,0,0,2,1,0,1
71,439889038,551,0,0,1,0,0,2
71,439889037,549,6,6,2,1,0,2
71,420263178,729,0,0,8,0,0,1
71,420263178,803,0,0,2,0,0,1
71,420263177,734,0,0,3,1,0,1
71,420263177,801,0,0,2,1,0,1
71,411354210,516,1,0,2,0,0,1
71,411354209,514,1,0,2,1,0,1
71,438573102,532,0,0,2,0,1,2
71,438573101,534,29,13,1,1,0,2
71,420005098,831,0,0,2,0,0,1
71,420005097,829,0,0,2,1,0,1
71,411878518,961,0,0,1,0,0,1
71,411878517,959,0,0,1,1,0,1
71,438574126,556,0,0,1,0,0,2
71,438574125,557,3,3,1,1,0,2
71,439619646,80,0,0,1,0,1,2
71,438837350,328,0,0,1,0,1,2
71,439619645,80,19,3,1,1,0,2
71,411620454,796,0,0,1,0,0,1
71,411620453,794,0,0,2,1,0,1
