event,detId,x,y,z,width,isSeed,mip,modType
23,442249262,291,1,0,2,0,0,1
23,442249261,293,1,0,2,1,0,1
23,441198642,716,0,0,1,0,0,1
23,441198641,717,0,0,2,1,0,1
23,438055962,519,0,0,2,0,0,2
23,438055961,518,28,12,2,1,0,2
23,439096346,820,0,0,1,0,1,2
23,439096345,819,1,1,1,1,0,2
23,438055966,442,0,0,2,0,0,2
23,438055965,441,1,1,1,1,0,2
23,441224254,291,0,0,2,0,0,1
23,441224253,290,0,0,2,1,0,1
24,439625866,625,0,0,1,0,1,2
24,439625865,623,18,2,2,1,0,2
24,439878718,22,0,0,1,0,0,2
24,437781538,632,0,0,1,0,0,2
24,437781537,634,7,7,1,1,0,2
24,439878717,22,22,6,1,1,0,2
24,437528646,474,0,0,2,0,1,2
24,439878722,13,0,0,2,0,0,2
24,443317334,403,0,0,2,0,0,1
24,443317333,406,0,0,2,1,0,1
24,437528645,474,26,10,1,1,0,2
24,439878721,16,23,7,2,1,0,2
24,438578274,161,0,0,1,0,1,2
24,438578273,158,2,2,2,1,0,2
24,443359246,242,1,0,2,0,0,1
24,443359245,240,1,0,2,1,0,1
24,438050846,596,0,0,2,0,1,2
24,442262606,342,0,0,2,0,0,1
24,442262605,344,0,0,2,1,0,1
24,438050845,598,16,0,2,1,0,2
24,442295318,94,1,0,1,0,0,1
24,442295317,93,1,0,1,1,0,1
24,441234458,159,1,0,2,0,0,1
24,441234457,157,1,0,1,1,0,1
24,438830126,509,0,0,1,0,0,2
24,438830125,510,8,8,1,1,0,2
24,441208902,713,1,0,2,0,0,1
24,441208901,714,1,0,2,1,0,1
25,443362382,402,0,0,2,0,0,1
25,443362381,404,0,0,2,1,0,1
25,440176702,210,0,0,3,0,0,2
25,440176702,216,0,0,5,0,0,2
25,440176702,229,0,0,1,0,1,2
25,440176702,249,0,0,2,0,0,2
25,440176701,249,2,2,2,1,0,2
25,440159238,728,0,0,1,0,1,2
25,440159237,728,29,13,1,1,0,2
25,438051846,227,0,0,2,0,1,2
25,438051845,210,2,2,2,1,0,2
25,438051845,212,3,3,3,1,0,2
25,438051845,224,3,3,1,1,0,2
25,438051845,229,3,3,1,1,0,2
25,437530662,783,0,0,1,0,1,2
25,440159241,230,0,0,1,1,0,2
25,441237570,590,1,0,2,0,0,1
25,441237569,591,1,0,2,1,0,1
25,437530661,779,28,12,2,1,0,2
25,442268702,294,1,0,1,0,0,1
25,442268701,293,1,0,2,1,0,1
25,442268706,723,0,0,1,0,0,1
25,442268705,722,0,0,1,1,0,1
25,438061086,331,0,0,1,0,1,2
25,438061085,330,9,9,1,1,0,2
25,439117866,492,0,0,1,0,1,2
25,441213986,773,1,0,1,0,0,1
25,441213985,772,1,0,2,1,0,1
25,439117865,492,25,9,2,1,0,2
25,443325466,574,1,0,1,0,0,1
25,443325465,573,1,0,1,1,0,1
25,439104518,254,0,0,1,0,1,2
25,439104517,252,17,1,1,1,0,2
25,442297414,1006,1,0,1,0,0,1
25,442297413,1006,1,0,1,1,0,1
26,441191502,19,0,0,1,0,0,1
26,441191501,19,0,0,1,1,0,1
26,439626830,53,0,0,1,0,1,2
26,439626829,53,31,15,1,1,0,2
26,441190474,23,1,0,1,0,0,1
26,441190473,20,1,0,2,1,0,1
26,437782534,431,0,0,2,0,0,2
26,441215006,18,1,0,2,0,0,1
26,441215005,21,1,0,2,1,0,1
26,437782533,431,27,11,1,1,0,2
26,438052870,618,0,0,2,0,1,2
26,438052869,621,8,8,1,1,0,2
26,437530666,652,0,0,2,0,0,2
26,439627854,61,0,0,2,0,1,2
26,439627853,61,3,3,1,1,0,2
26,437783557,432,0,0,1,1,0,2
26,437783557,434,0,0,1,1,0,2
26,439880714,531,0,0,3,0,1,2
26,439880714,535,0,0,1,0,0,2
26,439880714,551,0,0,1,0,1,2
26,439880713,530,8,8,1,1,0,2
26,437530665,654,18,2,2,1,0,2
26,443289690,640,0,0,1,0,0,1
26,443289689,638,0,0,1,1,0,1
26,442268698,41,0,0,2,0,0,1
26,442268697,41,0,0,2,1,0,1
26,438579258,577,0,0,1,0,0,2
26,438579257,578,18,2,2,1,0,2
26,439105542,559,0,0,2,0,1,2
26,439105541,560,2,2,2,1,0,2
26,442240082,478,0,0,1,0,0,1
26,442240081,476,0,0,2,1,0,1
26,441213982,996,1,0,5,0,0,1
26,441213982,1006,1,0,2,0,0,1
26,441213981,1000,1,0,1,1,0,1
26,438831110,659,0,0,1,0,1,2
26,443325458,172,1,0,2,0,0,1
26,443325457,174,1,0,2,1,0,1
26,438831109,657,24,8,1,1,0,2
27,441228294,423,1,0,2,0,0,1
27,441228298,596,0,0,2,0,0,1
27,441228297,595,0,0,1,1,0,1
27,441201754,40,1,0,2,0,0,1
27,441201753,41,1,0,2,1,0,1
27,419750990,318,1,0,2,0,0,1
27,419750989,321,1,0,1,1,0,1
27,438573142,406,0,0,7,0,1,2
27,438834206,875,0,0,2,0,1,2
27,439884842,922,0,0,1,0,0,2
27,439884841,922,11,11,1,1,0,2
27,438834205,875,17,1,1,1,0,2
27,411628790,547,1,0,1,0,0,1
27,411628789,549,1,0,1,1,0,1
27,438574166,347,0,0,2,0,1,2
27,438574166,398,0,0,1,0,1,2
27,438574165,347,5,5,1,1,0,2
27,411358414,746,1,0,1,0,0,1
27,411358413,747,1,0,2,1,0,1
27,437784598,793,0,0,1,0,1,2
27,437784597,791,17,1,1,1,0,2
27,437525566,52,0,0,1,0,1,2
27,437525566,56,0,0,3,0,0,2
27,437525565,55,25,9,1,1,0,2
27,441202778,1002,0,0,2,0,0,1
27,441202777,1005,0,0,2,1,0,1
27,439620726,211,0,0,1,0,1,2
27,439620725,209,13,13,1,1,0,2
28,437526582,817,0,0,1,0,1,2
28,437526581,814,5,5,1,1,0,2
28,439887906,614,0,0,2,0,1,2
28,439887905,615,20,4,1,1,0,2
28,419738670,148,0,0,1,0,0,1
28,419738669,149,0,0,1,1,0,1
28,441225222,366,0,0,1,0,0,1
28,441225221,364,0,0,1,1,0,1
28,411354290,323,1,0,1,0,0,1
28,411354289,325,1,0,1,1,0,1
28,438573134,674,0,0,2,0,0,2
28,438573133,673,23,7,1,1,0,2
28,437787666,313,0,0,1,0,0,2
28,437787665,313,6,6,1,1,0,2
28,438837274,704,0,0,1,0,0,2
28,438837273,706,12,12,1,1,0,2
28,439619694,467,0,0,1,0,1,2
28,411878626,159,0,0,1,0,0,1
28,411878625,161,0,0,1,1,0,1
28,420267070,284,1,0,1,0,0,1
28,420267069,286,1,0,1,1,0,1
28,439619693,466,16,0,1,1,0,2
28,437525558,869,0,0,1,0,0,2
28,411620542,771,0,0,2,0,0,1
28,411620541,773,0,0,1,1,0,1
28,420009014,285,1,0,1,0,0,1
28,420009013,287,1,0,1,1,0,1
28,437525557,866,28,12,1,1,0,2
29,439112750,702,0,0,1,0,1,2
29,439112749,701,13,13,2,1,0,2
29,441201702,35,1,0,2,0,0,1
29,441201701,39,1,0,2,1,0,1
29,441228354,547,1,0,1,0,0,1
29,441228353,544,1,0,1,1,0,1
29,437781562,71,0,0,1,0,1,2
29,437781561,66,8,8,1,1,0,2
29,443303966,678,1,0,2,0,0,1
29,443303965,682,1,0,2,1,0,1
29,443349066,293,1,0,2,0,0,1
29,443349065,287,1,0,1,1,0,1
29,438047754,589,0,0,1,0,0,2
29,440169530,671,0,0,1,0,1,2
29,442252326,624,0,0,1,0,0,1
29,442252325,627,0,0,2,1,0,1
29,438047753,589,20,4,2,1,0,2
29,440169529,668,22,6,1,1,0,2
29,440150030,571,0,0,1,0,1,2
29,440150029,573,22,6,2,1,0,2
29,438056990,158,0,0,1,0,1,2
29,439098382,416,0,0,2,0,0,2
29,439098381,417,10,10,1,1,0,2
29,438056989,153,27,11,1,1,0,2
29,442287174,286,1,0,1,0,0,1
29,442287173,282,1,0,2,1,0,1
30,439102502,586,0,0,3,0,1,2
30,443358246,407,1,0,3,0,0,1
30,443358246,416,1,0,1,0,0,1
30,443358246,423,1,0,4,0,0,1
30,443358245,405,1,0,1,1,0,1
30,439102501,587,20,4,2,1,0,2
30,442262590,53,1,0,2,0,0,1
30,442262589,56,1,0,1,1,0,1
30,442294314,493,0,0,2,0,0,1
30,442294313,492,0,0,1,1,0,1
30,440155186,745,0,0,1,0,0,2
30,438050842,259,0,0,2,0,0,2
30,440155185,745,17,1,1,1,0,2
30,438050841,262,18,2,2,1,0,2
30,438060046,612,0,0,1,0,1,2
30,438060045,612,5,5,2,1,0,2
30,441208894,460,0,0,2,0,0,1
30,441208893,461,0,0,2,1,0,1
30,439115794,604,0,0,2,0,1,2
30,439115793,603,14,14,2,1,0,2
30,441234474,616,1,0,2,0,0,1
30,441234473,616,1,0,1,1,0,1
30,443317314,917,1,0,2,0,0,1
30,443317313,919,1,0,2,1,0,1
30,440174614,635,0,0,2,0,1,2
30,440174613,636,6,6,1,1,0,2
31,440144918,494,0,0,1,0,0,2
31,440144917,493,4,4,1,1,0,2
31,440163370,98,0,0,2,0,0,2
31,441194537,110,1,0,2,1,0,1
31,440163369,100,19,3,1,1,0,2
31,441194542,909,0,0,1,0,0,1
31,441194541,906,0,0,2,1,0,1
31,439094286,176,0,0,1,0,1,2
31,438044682,826,0,0,1,0,1,2
31,439094285,174,25,9,1,1,0,2
31,438044681,821,19,3,2,1,0,2
31,441219130,827,0,0,2,0,0,1
31,441219129,829,0,0,2,1,0,1
31,443295782,447,1,0,1,0,0,1
31,443295781,445,1,0,2,1,0,1
31,438053910,192,0,0,1,0,1,2
31,438053909,190,8,8,1,1,0,2
31,442274874,784,1,0,2,0,0,1
31,442274873,786,1,0,2,1,0,1
31,442245162,610,0,0,2,0,0,1
31,442245161,609,0,0,2,1,0,1
31,439107614,372,0,0,2,0,0,2
31,439107613,372,25,9,2,1,0,2
31,443332670,516,0,0,1,0,0,1
31,443332669,517,0,0,2,1,0,1
32,420750342,38,0,0,1,0,0,2
32,420750341,39,6,6,1,1,0,2
32,411571246,378,0,0,1,0,0,2
32,411571245,378,27,11,1,1,0,2
32,420750450,15,0,0,1,0,0,2
32,420750449,15,8,8,1,1,0,2
32,412365894,679,0,0,1,0,1,2
32,412365893,680,28,12,1,1,0,2
32,420484102,143,0,0,1,0,1,2
32,420484101,144,25,9,1,1,0,2
32,420484210,50,0,0,2,0,1,2
32,412095550,557,0,0,1,0,0,2
32,420484209,50,27,11,1,1,0,2
32,412095549,558,17,1,1,1,0,2
33,412394610,433,1,0,1,0,0,1
33,412394609,433,1,0,1,1,0,1
33,420512970,571,1,0,1,0,0,1
33,420512969,570,1,0,2,1,0,1
33,437790790,922,0,0,1,0,1,2
33,420242586,84,0,0,1,0,1,2
33,437790789,920,24,8,1,1,0,2
33,420242585,82,20,4,1,1,0,2
33,412124254,510,0,0,2,0,0,1
33,412124253,510,0,0,1,1,0,1
33,437790794,894,0,0,1,0,1,2
33,420242590,18,0,0,1,0,1,2
33,437790793,896,22,6,1,1,0,2
33,420242589,19,18,2,1,1,0,2
33,437522466,148,0,0,1,0,1,2
33,437522465,147,7,7,1,1,0,2
33,419705950,679,0,0,3,0,1,2
33,419705949,686,7,7,2,1,0,2
33,419980414,330,0,0,1,0,1,2
33,420779226,674,0,0,1,0,0,1
33,420779225,673,0,0,1,1,0,1
33,411595842,332,0,0,1,0,1,2
33,419980413,330,19,3,1,1,0,2
33,411595841,332,20,4,1,1,0,2
33,411325502,44,0,0,1,0,1,2
33,411325501,42,20,4,1,1,0,2
33,419710062,495,0,0,1,0,1,2
33,419710061,495,14,14,1,1,0,2
33,411325498,100,0,0,1,0,1,2
33,438567986,611,0,0,1,0,1,2
33,411858002,823,0,0,1,0,0,2
33,411325497,101,18,2,1,1,0,2
33,438567985,612,22,6,1,1,0,2
33,411858001,822,21,5,1,1,0,2
33,420783350,897,1,0,1,0,0,1
34,441196622,275,1,0,2,0,0,1
34,441196621,279,1,0,2,1,0,1
34,438577226,486,0,0,1,0,0,2
34,438577225,485,9,9,1,1,0,2
34,442246230,636,1,0,2,0,0,1
34,442246229,639,1,0,2,1,0,1
34,441223190,257,1,0,1,0,0,1
34,441223189,255,1,0,1,1,0,1
34,437783566,727,0,0,1,0,0,2
34,437783565,726,12,12,1,1,0,2
34,437528630,66,0,0,2,0,0,2
34,437528629,68,13,13,2,1,0,2
34,443296866,718,0,0,3,0,0,1
34,443296865,723,0,0,2,1,0,1
34,443340806,349,0,0,1,0,0,1
34,443340805,345,0,0,2,1,0,1
34,439881754,694,0,0,1,0,1,2
34,439624806,130,0,0,2,0,0,2
34,439624805,127,8,8,2,1,0,2
34,438832146,113,0,0,1,0,1,2
34,439881753,695,20,4,1,1,0,2
34,438832145,112,18,2,1,1,0,2
34,442279950,820,1,0,1,0,0,1
34,442279949,816,1,0,1,1,0,1
35,439092258,640,0,0,1,0,1,2
35,440161298,73,0,0,2,0,1,2
35,440161297,73,10,10,2,1,0,2
35,439105550,30,0,0,1,0,1,2
35,439105549,27,11,11,1,1,0,2
35,441190458,523,1,0,1,0,0,1
35,441190457,524,1,0,2,1,0,1
35,439092257,640,19,3,1,1,0,2
35,443287618,576,0,0,2,0,0,1
35,443287617,579,0,0,2,1,0,1
35,441216042,270,0,0,1,0,0,1
35,441216041,268,0,0,1,1,0,1
35,440141870,626,0,0,1,0,0,2
35,440141869,627,22,6,2,1,0,2
35,438043670,466,0,0,2,0,1,2
35,438052874,616,0,0,1,0,1,2
35,438052873,614,9,9,1,1,0,2
35,438043669,467,23,7,2,1,0,2
35,439106574,886,0,0,2,0,0,2
35,439106573,887,6,6,2,1,0,2
35,443329574,584,0,0,1,0,0,1
35,443329573,581,0,0,1,1,0,1
35,442271782,505,1,0,1,0,0,1
35,442271781,503,1,0,1,1,0,1
35,442239038,493,1,0,1,0,0,1
35,442239037,495,1,0,2,1,0,1
36,441190458,184,1,0,2,0,0,1
36,441190457,184,1,0,2,1,0,1
36,441216042,429,0,0,1,0,0,1
36,441216041,428,0,0,1,1,0,1
36,440141866,529,0,0,3,0,1,2
36,440141865,530,28,12,2,1,0,2
36,440141870,237,0,0,5,0,0,2
36,440141870,307,0,0,6,0,0,2
36,440141869,217,17,1,2,1,0,2
36,440141869,342,28,12,5,1,0,2
36,438052870,343,0,0,1,0,1,2
36,419996738,456,0,0,2,0,1,2
36,439106570,49,0,0,1,0,0,2
36,438052869,341,19,3,1,1,0,2
36,440141874,589,0,0,4,0,1,2
36,440141874,643,0,0,2,0,1,2
36,438043666,553,0,0,2,0,1,2
36,439106569,50,22,6,2,1,0,2
36,440160270,36,0,0,1,0,1,2
36,440141873,582,29,13,1,1,0,2
36,440141873,663,29,13,4,1,0,2
36,440141873,581,30,14,2,1,0,2
36,440141873,641,30,14,6,1,0,2
36,438043665,553,31,15,1,1,0,2
36,443288638,271,1,0,1,0,0,1
36,443288637,272,1,0,2,1,0,1
36,440160269,34,20,4,1,1,0,2
36,438043670,406,0,0,1,0,1,2
36,438043669,406,1,1,1,1,0,2
36,443329574,124,0,0,1,0,0,1
36,443329573,123,0,0,1,1,0,1
36,442240062,55,0,0,2,0,0,1
36,442240061,57,0,0,2,1,0,1
36,440161294,935,0,0,2,0,1,2
36,442271782,219,1,0,2,0,0,1
36,442271781,218,1,0,2,1,0,1
36,440161293,936,25,9,1,1,0,2
36,439105546,929,0,0,1,0,1,2
36,439105545,927,27,11,1,1,0,2
36,439092254,202,0,0,2,0,1,2
36,440141833,661,22,6,2,1,0,2
36,439092253,200,27,11,3,1,0,2
37,419697734,329,0,0,1,0,1,2
37,419697733,330,29,13,1,1,0,2
37,411309086,216,0,0,1,0,1,2
37,412103722,265,0,0,1,0,1,2
37,420222046,767,0,0,1,0,1,2
37,411309085,215,28,12,1,1,0,2
37,412103721,265,28,12,1,1,0,2
37,420222045,766,21,5,1,1,0,2
37,419963986,420,0,0,1,0,1,2
37,419963985,419,28,12,1,1,0,2
37,411575330,584,0,0,1,0,1,2
37,411575329,584,24,8,1,1,0,2
37,411833382,534,0,0,1,0,1,2
37,411833381,534,19,3,1,1,0,2
37,420488286,842,0,0,1,0,1,2
37,420488285,841,2,2,1,1,0,2
37,412369962,261,0,0,1,0,1,2
37,412369961,261,0,0,1,1,0,2
37,420758638,193,0,0,1,0,1,2
37,420758637,193,3,3,1,1,0,2
37,412099622,520,0,0,1,0,1,2
37,412099621,520,0,0,1,1,0,2
37,420492398,208,0,0,1,0,1,2
37,420492397,208,31,15,1,1,0,2
38,411587606,534,0,0,1,0,1,2
38,412386338,930,0,0,1,0,0,1
38,412386337,928,0,0,2,1,0,1
38,411587605,533,21,5,1,1,0,2
38,411587605,543,23,7,1,1,0,2
38,411849754,868,0,0,1,0,1,2
38,411849753,866,29,13,2,1,0,2
38,419701826,170,0,0,2,0,1,2
38,419701825,155,1,1,3,1,0,2
38,419701825,169,1,1,1,1,0,2
38,437791794,170,0,0,1,0,1,2
38,420775054,790,0,0,1,0,0,1
38,420775053,789,0,0,1,1,0,1
38,437791793,169,19,3,1,1,0,2
38,437520398,604,0,0,1,0,1,2
38,437520397,604,30,14,1,1,0,2
38,419705922,182,0,0,2,0,1,2
38,411317266,517,0,0,1,0,1,2
38,411317265,516,8,8,1,1,0,2
38,419705921,181,29,13,1,1,0,2
38,420234330,703,0,0,1,0,1,2
38,420504686,626,0,0,1,0,0,2
38,420504685,625,10,10,1,1,0,2
38,420234329,703,21,5,1,1,0,2
38,437521422,601,0,0,1,0,1,2
38,437521422,951,0,0,1,0,0,2
38,437521421,601,3,3,1,1,0,2
38,419972174,524,0,0,1,0,1,2
38,419972173,523,12,12,1,1,0,2
38,411583506,38,0,0,1,0,1,2
38,411583505,40,5,5,1,1,0,2
38,411583510,14,0,0,4,0,0,2
38,411583509,4,5,5,2,1,0,2
38,412120094,128,0,0,1,0,0,2
38,412120093,126,23,7,1,1,0,2
38,411845654,484,0,0,1,0,1,2
38,411845653,483,3,3,1,1,0,2
39,411571250,152,0,0,1,0,1,2
39,419959818,287,0,0,1,0,1,2
39,411571249,153,28,12,1,1,0,2
39,419959817,287,28,12,1,1,0,2
39,412365906,745,0,0,1,0,1,2
39,411571254,50,0,0,1,0,1,2
39,412365905,743,27,11,3,1,0,2
39,411571253,49,31,15,1,1,0,2
39,420754446,646,0,0,1,0,0,2
39,420754445,646,25,9,1,1,0,2
39,412095558,676,0,0,1,0,1,2
39,412095557,677,18,2,1,1,0,2
39,420484110,397,0,0,1,0,1,2
39,420484109,397,16,0,1,1,0,2
40,440159274,727,0,0,2,0,1,2
40,440159273,726,21,5,1,1,0,2
40,441215034,1008,0,0,1,0,0,1
40,441215033,1008,0,0,1,1,0,1
40,443326526,746,0,0,1,0,0,1
40,443326525,744,0,0,1,1,0,1
40,442269754,730,1,0,1,0,0,1
40,442269753,729,1,0,1,1,0,1
40,439105566,777,0,0,2,0,0,2
40,439117838,152,0,0,2,0,0,2
40,439105565,778,27,11,2,1,0,2
40,439117837,151,31,15,2,1,0,2
40,441189418,955,1,0,2,0,0,1
40,441189417,958,1,0,1,1,0,1
40,439117842,810,0,0,2,0,0,2
40,439117841,809,1,1,2,1,0,2
40,438061066,839,0,0,1,0,0,2
40,438061065,836,21,5,1,1,0,2
40,443363366,378,1,0,1,0,0,1
40,443363365,380,1,0,1,1,0,1
40,440140822,677,0,0,2,0,1,2
40,440140821,678,6,6,2,1,0,2
40,442298410,198,1,0,1,0,0,1
40,442298409,199,1,0,1,1,0,1
40,438052886,809,0,0,1,0,1,2
40,438052885,812,6,6,2,1,0,2
41,438832194,5,0,0,1,0,0,2
41,438832193,1,19,3,1,1,0,2
41,442276946,600,1,0,2,0,0,1
41,442276945,597,1,0,1,1,0,1
41,438832198,49,0,0,2,0,0,2
41,439094278,556,0,0,2,0,0,2
41,443291666,241,1,0,2,0,0,1
41,443291665,245,1,0,2,1,0,1
41,438832197,50,20,4,2,1,0,2
41,443336794,860,1,0,1,0,0,1
41,443336793,856,1,0,1,1,0,1
41,439094277,558,17,1,1,1,0,2
41,441232478,317,1,0,2,0,0,1
41,438044682,678,0,0,1,0,1,2
41,438044681,676,7,7,2,1,0,2
41,441193502,440,1,0,1,0,0,1
41,437783598,955,0,0,1,0,1,2
41,441193506,563,0,0,2,0,0,1
41,441193505,566,0,0,2,1,0,1
41,441220174,621,1,0,2,0,0,1
41,441220173,618,1,0,1,1,0,1
41,437783597,950,26,10,1,1,0,2
41,437783602,887,0,0,1,0,0,2
41,437783601,889,25,9,1,1,0,2
41,439627794,609,0,0,2,0,0,2
41,439627793,611,23,7,2,1,0,2
41,439881822,114,0,0,1,0,0,2
41,439881821,110,1,1,1,1,0,2
41,442243098,919,1,0,2,0,0,1
41,442243097,924,1,0,2,1,0,1
42,438046726,574,0,0,1,0,1,2
42,438046725,537,5,5,2,1,0,2
42,438046725,574,13,13,2,1,0,2
42,439879782,123,0,0,1,0,1,2
42,439879781,122,22,6,1,1,0,2
42,437530642,584,0,0,1,0,1,2
42,437530641,584,23,7,4,1,0,2
42,443338838,411,1,0,2,0,0,1
42,443338837,413,1,0,1,1,0,1
42,437782582,257,0,0,1,0,1,2
42,438579222,898,0,0,1,0,1,2
42,441198626,233,0,0,2,0,0,1
42,441198625,231,0,0,2,1,0,1
42,437782581,259,19,3,2,1,0,2
42,442278990,894,1,0,2,0,0,1
42,442278989,895,1,0,1,1,0,1
42,438579221,909,22,6,3,1,0,2
42,438579221,895,24,8,1,1,0,2
42,438579221,897,24,8,2,1,0,2
42,438579221,923,24,8,3,1,0,2
42,441222218,89,1,0,2,0,0,1
42,441222217,90,1,0,1,1,0,1
42,443301906,384,1,0,1,0,0,1
42,443301905,382,1,0,1,1,0,1
42,439627810,385,0,0,1,0,1,2
42,439627809,384,14,14,1,1,0,2
42,438831178,327,0,0,1,0,1,2
42,438831177,327,11,11,1,1,0,2
42,442250266,763,1,0,2,0,0,1
42,442250265,763,1,0,1,1,0,1
43,437781534,637,0,0,1,0,0,2
43,437528642,560,0,0,2,0,1,2
43,439625858,60,0,0,1,0,1,2
43,437781533,635,16,0,1,1,0,2
43,443317334,344,0,0,1,0,0,1
43,443317333,341,0,0,1,1,0,1
43,437528641,560,30,14,1,1,0,2
43,437528641,568,30,14,2,1,0,2
43,437528641,562,31,15,1,1,0,2
43,439625857,63,20,4,2,1,0,2
43,437529666,540,0,0,1,0,1,2
43,437529665,541,4,4,2,1,0,2
43,439879742,849,0,0,2,0,0,2
43,439879741,849,4,4,1,1,0,2
43,443351054,871,0,0,2,0,0,1
43,443351053,874,0,0,2,1,0,1
43,438578270,191,0,0,1,0,1,2
43,438578269,194,4,4,1,1,0,2
43,441231390,89,0,0,2,0,0,1
43,441231389,92,0,0,2,1,0,1
43,438830122,290,0,0,1,0,0,2
43,438830121,287,16,0,2,1,0,2
43,442261582,753,1,0,1,0,0,1
43,442261581,749,1,0,1,1,0,1
43,442289174,937,1,0,2,0,0,1
43,442289173,939,1,0,2,1,0,1
43,441207882,146,0,0,1,0,0,1
43,441207881,131,0,0,3,1,0,1
43,441207881,142,0,0,2,1,0,1
44,438576174,475,0,0,1,0,0,2
44,438576173,473,26,10,2,1,0,2
44,441232474,864,1,0,2,0,0,1
44,441232473,868,1,0,2,1,0,1
44,437528610,761,0,0,1,0,0,2
44,437528609,761,21,5,2,1,0,2
44,442291298,720,1,0,2,0,0,1
44,442291297,721,1,0,5,1,0,1
44,438577198,459,0,0,1,0,0,2
44,438577197,457,0,0,2,1,0,2
44,419751162,223,0,0,2,0,0,1
44,419751161,226,0,0,2,1,0,1
44,438835294,786,0,0,2,0,0,2
44,438835293,786,4,4,2,1,0,2
44,441209874,660,1,0,2,0,0,1
44,441209873,658,1,0,1,1,0,1
44,437529634,746,0,0,2,0,0,2
44,437529633,747,0,0,2,1,0,2
44,437785666,148,0,0,1,0,0,2
44,439884930,884,0,0,2,0,0,2
44,439884929,885,17,1,1,1,0,2
44,437785665,146,19,3,1,1,0,2
44,411366534,361,0,0,1,0,0,1
44,411366533,364,0,0,1,1,0,1
44,439623746,193,0,0,1,0,1,2
44,439623745,192,13,13,1,1,0,2
44,442263562,351,0,0,1,0,0,1
44,442263561,347,0,0,1,1,0,1
45,420263158,212,1,0,2,0,0,1
45,420263157,224,1,0,3,1,0,1
45,420525302,119,1,0,2,0,0,1
45,420525301,132,1,0,2,1,0,1
45,420787446,259,1,0,2,0,0,1
45,420787445,270,1,0,2,1,0,1
45,411624550,45,1,0,2,0,0,1
45,411624549,43,1,0,2,1,0,1
45,441205766,816,0,0,2,0,0,1
45,441205765,817,0,0,2,1,0,1
45,411354198,245,0,0,1,0,0,1
45,411354197,243,0,0,1,1,0,1
45,438573097,918,31,15,1,1,0,2
45,420013314,486,1,0,1,0,0,1
45,420013313,479,1,0,2,1,0,1
45,420013313,484,1,0,1,1,0,1
45,411624546,62,1,0,1,0,0,1
45,411624545,61,1,0,1,1,0,1
45,438836318,542,0,0,1,0,1,2
45,438836317,541,14,14,1,1,0,2
45,419742934,717,0,0,1,0,0,1
45,419742933,715,0,0,1,1,0,1
45,438574122,859,0,0,1,0,1,2
45,438574121,861,4,4,2,1,0,2
45,439619638,121,0,0,1,0,0,2
45,437786690,424,0,0,2,0,0,2
45,437786689,423,11,11,1,1,0,2
45,439619637,121,30,14,1,1,0,2
45,437525534,292,0,0,2,0,0,2
45,437525533,295,31,15,1,1,0,2
45,439886978,827,0,0,2,0,1,2
45,439886978,838,0,0,1,0,1,2
45,439886977,835,16,0,2,1,0,2
45,439886977,830,20,4,3,1,0,2
45,437526558,325,0,0,1,0,1,2
45,437526557,327,7,7,1,1,0,2
45,439620662,115,0,0,1,0,0,2
45,439620661,115,0,0,2,1,0,2
46,439110686,581,0,0,1,0,1,2
46,439110685,582,2,2,1,1,0,2
46,438046726,187,0,0,1,0,1,2
46,438046725,183,23,7,1,1,0,2
46,440166438,137,0,0,1,0,1,2
46,440166437,136,27,11,2,1,0,2
46,439097358,345,0,0,2,0,0,2
46,439097357,344,7,7,1,1,0,2
46,443303974,903,1,0,1,0,0,1
46,443303973,900,1,0,2,1,0,1
46,442281018,501,0,0,1,0,0,1
46,442281017,502,0,0,2,1,0,1
46,442252330,998,0,0,2,0,0,1
46,442252329,998,0,0,1,1,0,1
46,441200682,822,1,0,2,0,0,1
46,441200681,822,1,0,1,1,0,1
46,438055954,707,0,0,2,0,0,2
46,438055953,706,13,13,1,1,0,2
46,443340858,587,1,0,2,0,0,1
46,443340857,589,1,0,2,1,0,1
46,441224250,806,0,0,2,0,0,1
46,441224249,808,0,0,2,1,0,1
46,440149010,409,0,0,1,0,1,2
46,440149009,408,14,14,2,1,0,2
47,420750422,344,0,0,2,0,1,2
47,420750422,347,0,0,2,0,0,2
47,420750421,347,30,14,2,1,0,2
47,412357658,120,0,0,3,0,1,2
47,412357658,136,0,0,2,0,0,2
47,412357657,137,10,10,1,1,0,2
47,412357662,10,0,0,1,0,0,2
47,412357661,9,12,12,1,1,0,2
47,420746326,329,0,0,1,0,1,2
47,420746326,348,0,0,1,0,0,2
47,420746325,330,1,1,1,1,0,2
47,420746325,348,4,4,1,1,0,2
48,443299922,953,0,0,2,0,0,1
48,443299921,957,0,0,1,1,0,1
48,439096366,395,0,0,2,0,1,2
48,437781522,735,0,0,2,0,0,2
48,437781521,738,11,11,2,1,0,2
48,439878686,230,0,0,1,0,1,2
48,439878685,230,4,4,1,1,0,2
48,439096365,395,28,12,1,1,0,2
48,439096365,396,29,13,1,1,0,2
48,437530678,350,0,0,2,0,0,2
48,441223202,245,1,0,1,0,0,1
48,441223201,243,1,0,1,1,0,1
48,438046750,688,0,0,1,0,1,2
48,437530677,351,20,4,1,1,0,2
48,438046749,691,26,10,1,1,0,2
48,439627882,369,0,0,1,0,0,2
48,438579274,98,0,0,2,0,0,2
48,439627881,368,27,11,1,1,0,2
